rx,tx,t_ms,rssi,snr
11,7,10103,-76.9998,19.9765
14,7,10141,-60.2538,36.7225
5,7,10141,-70.8571,26.1191
4,7,10141,-73.6779,23.2984
10,7,10141,-74.5559,22.4204
11,7,10141,-76.9957,19.9806
10,5,10144,-61.778,35.1983
11,5,10144,-68.5163,28.46
7,5,10144,-70.8571,26.1191
14,5,10144,-73.5378,23.4384
4,5,10144,-78.1841,18.7922
10,11,10145,-56.7014,40.2749
5,11,10145,-68.5163,28.46
7,11,10145,-76.9957,19.9806
14,11,10145,-77.1278,19.8485
4,11,10145,-78.3259,18.6504
14,4,10152,-68.0822,28.894
7,4,10152,-73.7221,23.2542
2,4,10152,-77.323,19.6533
10,4,10152,-77.9157,19.0606
5,4,10152,-78.1946,18.7817
11,4,10152,-78.3318,18.6445
10,5,10167,-61.8194,35.1569
11,5,10167,-68.5778,28.3985
7,5,10167,-70.7874,26.1889
14,5,10167,-73.5108,23.4655
4,5,10167,-78.2051,18.7712
14,4,10182,-68.2102,28.766
7,4,10182,-73.8545,23.1218
2,4,10182,-77.1711,19.8052
10,4,10182,-77.9536,19.0227
5,4,10182,-78.2263,18.75
11,4,10182,-78.3495,18.6268
11,10,10232,-57.1185,39.8578
5,10,10232,-61.9616,35.0147
7,10,10232,-74.4704,22.5059
14,10,10232,-75.3588,21.6175
4,10,10232,-78.0177,18.9586
14,7,10241,-60.7473,36.2289
5,7,10241,-70.5028,26.4734
4,7,10241,-74.1181,22.8582
10,7,10241,-74.4606,22.5157
11,7,10241,-76.9877,19.9886
8,13,10243,-48.6871,48.2891
3,13,10243,-56.878,40.0983
1,13,10243,-62.9981,33.9782
2,13,10243,-76.6198,20.3565
10,5,10244,-61.9815,34.9947
11,5,10244,-68.8236,28.1527
7,5,10244,-70.5028,26.4734
14,5,10244,-73.4038,23.5724
4,5,10244,-78.2916,18.6847
10,5,10267,-62.0211,34.9552
11,5,10267,-68.885,28.0913
7,5,10267,-70.4304,26.5459
14,5,10267,-73.3774,23.5989
4,5,10267,-78.3139,18.6624
11,10,10273,-57.3097,39.6666
5,10,10273,-62.0408,34.9355
7,10,10273,-74.431,22.5453
14,10,10273,-75.3512,21.625
4,10,10273,-78.0698,18.9065
1,2,10275,-71.0954,25.8809
3,2,10275,-73.483,23.4933
8,2,10275,-75.0797,21.8966
13,2,10275,-76.6893,20.287
4,2,10275,-76.7024,20.2739
14,4,10282,-68.6271,28.3492
7,4,10282,-74.2929,22.6834
2,4,10282,-76.649,20.3273
10,4,10282,-78.083,18.8933
5,4,10282,-78.3364,18.6398
11,4,10282,-78.4092,18.5671
14,7,10303,-61.0501,35.9262
5,7,10303,-70.2836,26.6927
4,7,10303,-74.38,22.5962
10,7,10303,-74.401,22.5753
11,7,10303,-76.9846,19.9917
8,3,10311,-46.9494,50.0269
1,3,10311,-50.213,46.7633
13,3,10311,-56.8389,40.1373
2,3,10311,-73.607,23.3693
14,7,10341,-61.2542,35.7221
5,7,10341,-70.1347,26.8416
10,7,10341,-74.3603,22.616
4,7,10341,-74.5537,22.4226
11,7,10341,-76.9833,19.993
10,5,10344,-62.1765,34.7998
11,5,10344,-69.1305,27.8458
7,5,10344,-70.1347,26.8416
14,5,10344,-73.273,23.7033
4,5,10344,-78.4056,18.5707
10,11,10345,-57.6511,39.3252
5,11,10345,-69.1305,27.8458
7,11,10345,-76.9833,19.993
14,11,10345,-77.1335,19.8427
4,11,10345,-78.4455,18.5308
14,4,10352,-68.9101,28.0662
7,4,10352,-74.597,22.3793
2,4,10352,-76.2681,20.7081
10,4,10352,-78.1764,18.7999
5,4,10352,-78.4173,18.5589
11,4,10352,-78.4515,18.5247
10,5,10367,-62.2145,34.7618
11,5,10367,-69.1917,27.7846
7,5,10367,-70.0593,26.917
14,5,10367,-73.2472,23.7291
4,5,10367,-78.4292,18.5471
11,10,10373,-57.8001,39.1762
5,10,10373,-62.2334,34.7429
7,10,10373,-74.3292,22.6471
14,10,10373,-75.332,21.6443
4,10,10373,-78.2035,18.7728
14,4,10382,-69.0295,27.9468
7,4,10382,-74.7266,22.2497
2,4,10382,-76.1008,20.8755
10,4,10382,-78.2171,18.7592
5,4,10382,-78.453,18.5233
11,4,10382,-78.4698,18.5064
11,10,10432,-58.1023,38.874
5,10,10432,-62.3452,34.6311
7,10,10432,-74.2658,22.7105
14,10,10432,-75.3201,21.6562
4,10,10432,-78.286,18.6903
3,1,10439,-50.2131,46.7632
8,1,10439,-57.7142,39.262
13,1,10439,-62.9341,34.0422
2,1,10439,-71.6801,25.2961
14,7,10441,-61.7705,35.2057
5,7,10441,-69.7522,27.2241
10,7,10441,-74.2551,22.7212
4,7,10441,-74.9844,21.9918
11,7,10441,-76.9828,19.9935
8,13,10443,-48.4842,48.4921
3,13,10443,-56.7706,40.2057
1,13,10443,-62.931,34.0453
2,13,10443,-77.0777,19.8985
10,5,10444,-62.3636,34.6127
11,5,10444,-69.4365,27.5398
7,5,10444,-69.7522,27.2241
14,5,10444,-73.1455,23.8308
4,5,10444,-78.5259,18.4504
10,5,10467,-62.4001,34.5762
11,5,10467,-69.4976,27.4787
7,5,10467,-69.6739,27.3024
14,5,10467,-73.1204,23.8559
4,5,10467,-78.5507,18.4256
10,11,10468,-58.2554,38.7209
5,11,10468,-69.4976,27.4787
7,11,10468,-76.9832,19.993
14,11,10468,-77.1374,19.8389
4,11,10468,-78.519,18.4573
11,10,10473,-58.3067,38.6696
5,10,10473,-62.4183,34.558
7,10,10473,-74.2226,22.7537
14,10,10473,-75.3121,21.6642
4,10,10473,-78.3419,18.6344
1,2,10475,-71.8223,25.154
3,2,10475,-74.0912,22.885
4,2,10475,-75.583,21.3933
8,2,10475,-75.6194,21.3569
13,2,10475,-77.1453,19.831
14,2,10475,-81.8704,15.1059
14,4,10482,-69.4187,27.5576
7,4,10482,-75.1553,21.8209
2,4,10482,-75.524,21.4523
10,4,10482,-78.356,18.6203
11,4,10482,-78.5314,18.4449
5,4,10482,-78.5757,18.4006
14,7,10503,-62.0842,34.8921
5,7,10503,-69.5155,27.4608
10,7,10503,-74.1896,22.7867
4,7,10503,-75.2404,21.7359
11,7,10503,-76.9846,19.9917
14,7,10541,-62.2944,34.6819
5,7,10541,-69.3547,27.6216
10,7,10541,-74.1449,22.8314
4,7,10541,-75.4101,21.5662
11,7,10541,-76.9867,19.9896
10,5,10544,-62.5428,34.4335
7,5,10544,-69.3547,27.6216
11,5,10544,-69.7414,27.2348
14,5,10544,-73.0217,23.9546
4,5,10544,-78.6521,18.3241
10,11,10545,-58.6699,38.3064
5,11,10545,-69.7414,27.2348
7,11,10545,-76.9867,19.9896
14,11,10545,-77.1402,19.8361
4,11,10545,-78.5686,18.4076
14,4,10552,-69.6836,27.2927
2,4,10552,-75.1018,21.8744
7,4,10552,-75.4524,21.5239
10,4,10552,-78.456,18.5203
11,4,10552,-78.5749,18.4014
5,4,10552,-78.6651,18.3112
7,14,10554,-62.3471,34.6291
4,14,10554,-69.6836,27.2927
5,14,10554,-73.0095,23.9668
10,14,10554,-75.2958,21.6805
11,14,10554,-77.1405,19.8358
2,14,10554,-81.6947,15.2816
7,14,10566,-62.3999,34.5764
4,14,10566,-69.721,27.2553
5,14,10566,-72.9974,23.9789
10,14,10566,-75.2937,21.6826
11,14,10566,-77.1409,19.8354
2,14,10566,-81.6724,15.3039
10,5,10567,-62.5777,34.3985
7,5,10567,-69.2733,27.703
11,5,10567,-69.8023,27.174
14,5,10567,-72.9974,23.9789
4,5,10567,-78.6781,18.2982
10,11,10568,-58.7748,38.2015
5,11,10568,-69.8023,27.174
7,11,10568,-76.988,19.9882
14,11,10568,-77.1409,19.8354
4,11,10568,-78.5811,18.3951
11,10,10573,-58.8274,38.1489
5,10,10573,-62.5951,34.3812
7,10,10573,-74.1109,22.8654
14,10,10573,-75.2917,21.6846
4,10,10573,-78.485,18.4913
3,8,10577,-46.9509,50.0254
13,8,10577,-48.3639,48.6124
1,8,10577,-57.7146,39.2617
2,8,10577,-75.8811,21.0951
11,10,10632,-59.146,37.8303
5,10,10632,-62.6974,34.2789
7,10,10632,-74.0414,22.9348
14,10,10632,-75.2793,21.697
4,10,10632,-78.5731,18.4031
14,7,10641,-62.8234,34.1529
5,7,10641,-68.9413,28.0349
10,7,10641,-74.0297,22.9466
4,7,10641,-75.8309,21.1454
11,7,10641,-76.9954,19.9809
8,13,10643,-48.303,48.6733
3,13,10643,-56.6755,40.3008
1,13,10643,-62.8717,34.1046
2,13,10643,-77.5228,19.4535
10,5,10644,-62.7142,34.2621
7,5,10644,-68.9413,28.0349
11,5,10644,-70.0452,26.9311
14,5,10644,-72.9018,24.0745
4,5,10644,-78.7843,18.192
7,14,10654,-62.8765,34.0997
4,14,10654,-70.0525,26.9238
5,14,10654,-72.89,24.0863
10,14,10654,-75.2751,21.7012
11,14,10654,-77.1442,19.8321
2,14,10654,-81.4689,15.5074
10,5,10667,-62.7475,34.2287
7,5,10667,-68.8567,28.1196
11,5,10667,-70.1058,26.8705
14,5,10667,-72.8783,24.098
4,5,10667,-78.8114,18.1649
10,11,10668,-59.3064,37.6699
5,11,10668,-70.1058,26.8705
7,11,10668,-76.9977,19.9786
14,11,10668,-77.1446,19.8317
4,11,10668,-78.6441,18.3322
11,10,10673,-59.3601,37.6162
5,10,10673,-62.7641,34.2122
7,10,10673,-73.9941,22.9822
14,10,10673,-75.2709,21.7053
4,10,10673,-78.6328,18.3435
1,2,10675,-72.5109,24.4653
4,2,10675,-74.3393,22.637
3,2,10675,-74.6723,22.3039
8,2,10675,-76.1377,20.8386
13,2,10675,-77.5885,19.3878
14,2,10675,-81.4228,15.5534
14,7,10703,-63.1425,33.8338
5,7,10703,-68.6853,28.2909
10,7,10703,-73.9581,23.0182
4,7,10703,-76.0809,20.8954
11,7,10703,-77.003,19.9733
8,13,10725,-48.2364,48.7398
3,13,10725,-56.6409,40.3354
1,13,10725,-62.8502,34.1261
2,13,10725,-77.6973,19.279
14,7,10741,-63.3555,33.6208
5,7,10741,-68.5114,28.4649
10,7,10741,-73.9094,23.0669
4,7,10741,-76.2465,20.7298
11,7,10741,-77.009,19.9673
10,5,10744,-62.8781,34.0982
7,5,10744,-68.5114,28.4649
11,5,10744,-70.3471,26.6292
14,5,10744,-72.786,24.1903
4,5,10744,-78.9219,18.0544
10,11,10745,-59.7374,37.2389
5,11,10745,-70.3471,26.6292
7,11,10745,-77.009,19.9673
14,11,10745,-77.1476,19.8286
4,11,10745,-78.6951,18.2812
14,4,10752,-70.4103,26.566
2,4,10752,-73.8013,23.175
7,4,10752,-76.2878,20.6885
11,4,10752,-78.7015,18.2747
10,4,10752,-78.7544,18.2219
5,4,10752,-78.936,18.0403
7,14,10754,-63.4089,33.5674
4,14,10754,-70.4103,26.566
5,14,10754,-72.7746,24.2017
10,14,10754,-75.2543,21.722
11,14,10754,-77.148,19.8283
2,14,10754,-81.2359,15.7403
7,14,10766,-63.4621,33.5142
4,14,10766,-70.4456,26.5307
5,14,10766,-72.7633,24.213
10,14,10766,-75.2522,21.7241
11,14,10766,-77.1484,19.8279
2,14,10766,-81.2123,15.764
10,11,10768,-59.8456,37.1307
5,11,10768,-70.4071,26.5692
7,11,10768,-77.0124,19.9639
14,11,10768,-77.1484,19.8279
4,11,10768,-78.708,18.2683
11,10,10773,-59.8998,37.0765
5,10,10773,-62.926,34.0502
7,10,10773,-73.8725,23.1038
14,10,10773,-75.2501,21.7262
4,10,10773,-78.7853,18.191
3,1,10831,-50.2128,46.7635
8,1,10831,-57.7149,39.2613
13,1,10831,-62.8219,34.1544
2,1,10831,-73.0368,23.9395
11,10,10832,-60.2265,36.7497
5,10,10832,-63.02,33.9563
7,10,10832,-73.7976,23.1787
14,10,10832,-75.2377,21.7386
4,10,10832,-78.8791,18.0972
8,3,10840,-46.9519,50.0243
1,3,10840,-50.2128,46.7635
13,3,10840,-56.5913,40.385
2,3,10840,-75.1467,21.8296
14,7,10841,-63.8846,33.0917
5,7,10841,-68.0662,28.91
10,7,10841,-73.785,23.1913
4,7,10841,-76.6558,20.3205
11,7,10841,-77.0282,19.9481
8,13,10843,-48.1417,48.8345
3,13,10843,-56.5913,40.385
1,13,10843,-62.8194,34.1568
2,13,10843,-77.9554,19.0209
10,5,10844,-63.0354,33.9409
7,5,10844,-68.0662,28.91
11,5,10844,-70.6468,26.3295
14,5,10844,-72.6747,24.3016
4,5,10844,-79.065,17.9113
7,14,10854,-63.937,33.0393
4,14,10854,-70.7584,26.2179
5,14,10854,-72.6638,24.3125
10,14,10854,-75.2336,21.7427
11,14,10854,-77.1521,19.8242
2,14,10854,-80.9956,15.9807
10,11,10868,-60.3907,36.5856
5,11,10868,-70.7065,26.2698
7,11,10868,-77.0328,19.9435
14,11,10868,-77.1525,19.8238
4,11,10868,-78.7728,18.2035
11,10,10873,-60.4456,36.5307
5,10,10873,-63.0812,33.8951
7,10,10873,-73.747,23.2293
14,10,10873,-75.2295,21.7468
4,10,10873,-78.9425,18.0338
4,2,10875,-72.9436,24.0327
1,2,10875,-73.165,23.8113
3,2,10875,-75.2286,21.7476
8,2,10875,-76.6361,20.3402
13,2,10875,-78.0192,18.9571
14,2,10875,-80.9466,16.0296
14,7,10903,-64.1975,32.7788
5,7,10903,-67.7928,29.1835
10,7,10903,-73.7087,23.2676
4,7,10903,-76.8972,20.0791
11,7,10903,-77.0427,19.9336
14,7,10941,-64.4041,32.5722
5,7,10941,-67.6078,29.3685
10,7,10941,-73.6572,23.3191
4,7,10941,-77.0564,19.9199
11,7,10941,-77.0537,19.9226
3,8,10942,-46.9522,50.0241
13,8,10942,-48.068,48.9083
1,8,10942,-57.715,39.2612
2,8,10942,-76.8061,20.1702
10,5,10944,-63.1859,33.7904
7,5,10944,-67.6078,29.3685
11,5,10944,-70.9448,26.0315
14,5,10944,-72.5682,24.4081
4,5,10944,-79.213,17.7633
10,11,10945,-60.8307,36.1456
5,11,10945,-70.9448,26.0315
7,11,10945,-77.0537,19.9226
14,11,10945,-77.1559,19.8204
4,11,10945,-78.8251,18.1512
14,4,10952,-71.0968,25.8795
2,4,10952,-72.3348,24.6415
7,4,10952,-77.096,19.8803
11,4,10952,-78.8317,18.1446
10,4,10952,-79.0715,17.9047
5,4,10952,-79.2281,17.7482
1,4,10952,-81.9144,15.0619
7,14,10954,-64.4555,32.5207
4,14,10954,-71.0968,25.8795
5,14,10954,-72.5578,24.4185
10,14,10954,-75.2132,21.7631
11,14,10954,-77.1564,19.8199
2,14,10954,-80.7477,16.2286
7,14,10966,-64.5069,32.4694
4,14,10966,-71.1301,25.8462
5,14,10966,-72.5474,24.4288
10,14,10966,-75.2112,21.7651
11,14,10966,-77.1568,19.8195
2,14,10966,-80.7225,16.2538
10,11,10968,-60.9412,36.0351
5,11,10968,-71.0042,25.9721
7,11,10968,-77.0595,19.9168
14,11,10968,-77.1568,19.8195
4,11,10968,-78.8383,18.138
11,10,10973,-60.9965,35.9798
5,10,10973,-63.2298,33.7465
7,10,10973,-73.6181,23.3582
14,10,10973,-75.2092,21.7671
4,10,10973,-79.1043,17.872
11,10,11032,-61.3293,35.647
5,10,11032,-63.3153,33.661
7,10,11032,-73.5389,23.4374
14,10,11032,-75.1973,21.779
4,10,11032,-79.2035,17.7727
14,7,11041,-64.914,32.0623
5,7,11041,-67.1357,29.8406
10,7,11041,-73.5256,23.4507
11,7,11041,-77.0855,19.8908
4,7,11041,-77.449,19.5273
10,5,11044,-63.3292,33.647
7,5,11044,-67.1357,29.8406
11,5,11044,-71.241,25.7353
14,5,11044,-72.4668,24.5095
4,5,11044,-79.3659,17.6103
7,14,11054,-64.9645,32.0118
4,14,11054,-71.4264,25.5499
5,14,11054,-72.457,24.5193
10,14,11054,-75.1933,21.783
11,14,11054,-77.1608,19.8154
2,14,11054,-80.4919,16.4844
4,2,11060,-71.4425,25.5338
1,2,11060,-73.7574,23.2189
3,2,11060,-75.736,21.2402
8,2,11060,-77.0924,19.8838
13,2,11060,-78.4174,18.5589
14,2,11060,-80.4659,16.5104
10,5,11067,-63.3571,33.6192
7,5,11067,-67.0396,29.9367
11,5,11067,-71.2999,25.6764
14,5,11067,-72.4472,24.5291
4,5,11067,-79.3971,17.5792
10,11,11068,-61.4958,35.4804
5,11,11068,-71.2999,25.6764
7,11,11068,-77.0926,19.8837
14,11,11068,-77.1613,19.815
4,11,11068,-78.9045,18.0718
11,10,11073,-61.5514,35.4249
5,10,11073,-63.3708,33.6055
7,10,11073,-73.4853,23.491
14,10,11073,-75.1894,21.7869
4,10,11073,-79.2707,17.7056
4,2,11075,-71.3578,25.6184
1,2,11075,-73.7878,23.1885
3,2,11075,-75.7622,21.2141
8,2,11075,-77.116,19.8603
13,2,11075,-78.4381,18.5382
14,2,11075,-80.4398,16.5365
14,7,11103,-65.2151,31.7612
5,7,11103,-66.8456,30.1307
10,7,11103,-73.4446,23.5316
11,7,11103,-77.1076,19.8687
4,7,11103,-77.6809,19.2953
14,7,11141,-65.414,31.5623
5,7,11141,-66.6493,30.327
10,7,11141,-73.3899,23.5863
11,7,11141,-77.1237,19.8526
4,7,11141,-77.834,19.1423
10,5,11144,-63.4655,33.5108
7,5,11144,-66.6493,30.327
11,5,11144,-71.5347,25.4415
14,5,11144,-72.3708,24.6055
4,5,11144,-79.5236,17.4527
10,11,11145,-61.9409,35.0354
5,11,11145,-71.5347,25.4415
7,11,11145,-77.1237,19.8526
14,11,11145,-77.1651,19.8112
4,11,11145,-78.9581,18.0181
2,4,11152,-70.6585,26.3178
14,4,11152,-71.7483,25.228
7,4,11152,-77.8721,19.1042
11,4,11152,-78.9649,18.0114
10,4,11152,-79.4071,17.5692
5,4,11152,-79.5396,17.4367
1,4,11152,-81.4767,15.4996
7,14,11154,-65.4635,31.5128
4,14,11154,-71.7483,25.228
5,14,11154,-72.3616,24.6147
10,14,11154,-75.1741,21.8022
11,14,11154,-77.1655,19.8107
2,14,11154,-80.228,16.7483
7,14,11166,-65.5129,31.4634
4,14,11166,-71.78,25.1963
5,14,11166,-72.3523,24.624
10,14,11166,-75.1722,21.8041
11,14,11166,-77.166,19.8103
2,14,11166,-80.2011,16.7752
10,11,11168,-62.0523,34.924
5,11,11168,-71.5933,25.383
7,11,11168,-77.1321,19.8442
14,11,11168,-77.166,19.8103
4,11,11168,-78.9716,18.0047
11,10,11173,-62.1081,34.8682
5,10,11173,-63.5051,33.4712
7,10,11173,-73.3485,23.6278
14,10,11173,-75.1703,21.8059
4,10,11173,-79.4416,17.5346
2,4,11182,-70.3854,26.5909
14,4,11182,-71.8433,25.133
7,4,11182,-77.9859,18.9904
11,4,11182,-78.9851,17.9912
10,4,11182,-79.459,17.5173
5,4,11182,-79.5879,17.3884
1,4,11182,-81.4088,15.5675
11,10,11232,-62.4432,34.5331
5,10,11232,-63.5823,33.394
7,10,11232,-73.2644,23.7119
14,10,11232,-75.1594,21.8169
4,10,11232,-79.5464,17.4299
14,7,11241,-65.9042,31.0721
5,7,11241,-66.1479,30.8284
10,7,11241,-73.2502,23.7261
11,7,11241,-77.1684,19.8079
4,7,11241,-78.2117,18.7646
10,5,11244,-63.5949,33.3814
7,5,11244,-66.1479,30.8284
11,5,11244,-71.8267,25.1496
14,5,11244,-72.2806,24.6957
4,5,11244,-79.6857,17.2906
7,14,11254,-65.9527,31.0236
4,14,11254,-72.0627,24.9136
5,14,11254,-72.2718,24.7044
10,14,11254,-75.1558,21.8205
11,14,11254,-77.1705,19.8058
2,14,11254,-79.9556,17.0207
10,11,11268,-62.6109,34.3654
5,11,11268,-71.8848,25.0914
7,11,11268,-77.1782,19.7981
14,11,11268,-77.171,19.8053
4,11,11268,-79.0394,17.9369
11,10,11273,-62.6668,34.3095
5,10,11273,-63.6325,33.3438
7,10,11273,-73.2074,23.7689
14,10,11273,-75.1523,21.824
4,10,11273,-79.6172,17.3591
4,2,11275,-69.5261,27.4502
1,2,11275,-74.3823,22.594
3,2,11275,-76.2748,20.7015
8,2,11275,-77.579,19.3973
13,2,11275,-78.8455,18.1308
14,2,11275,-79.9001,17.0762
5,7,11303,-65.8397,31.1366
14,7,11303,-66.1939,30.7824
10,7,11303,-73.1642,23.812
11,7,11303,-77.1985,19.7778
4,7,11303,-78.435,18.5413
8,3,11311,-46.9517,50.0245
1,3,11311,-50.2127,46.7636
13,3,11311,-56.43,40.5463
2,3,11311,-76.375,20.6013
5,7,11341,-65.6311,31.3452
14,7,11341,-66.3853,30.591
10,7,11341,-73.1062,23.8701
11,7,11341,-77.2199,19.7564
4,7,11341,-78.5825,18.3938
10,5,11344,-63.7181,33.2582
7,5,11344,-65.6311,31.3452
11,5,11344,-72.1168,24.8595
14,5,11344,-72.1965,24.7798
4,5,11344,-79.8521,17.1242
10,11,11345,-63.0579,33.9184
5,11,11345,-72.1168,24.8595
14,11,11345,-77.1752,19.8011
7,11,11345,-77.2199,19.7564
4,11,11345,-79.0941,17.8822
2,4,11352,-68.7069,28.2694
14,4,11352,-72.3701,24.6062
7,4,11352,-78.6192,18.3571
11,4,11352,-79.101,17.8753
10,4,11352,-79.7609,17.2154
5,4,11352,-79.869,17.1073
1,4,11352,-81.0119,15.9644
7,14,11354,-66.433,30.5433
5,14,11354,-72.1885,24.7878
4,14,11354,-72.3701,24.6062
10,14,11354,-75.1389,21.8374
11,14,11354,-77.1757,19.8006
2,14,11354,-79.6742,17.3021
7,14,11366,-66.4806,30.4957
5,14,11366,-72.1805,24.7958
4,14,11366,-72.4005,24.5758
10,14,11366,-75.1373,21.839
11,14,11366,-77.1762,19.8001
2,14,11366,-79.6456,17.3307
10,11,11368,-63.1695,33.8068
5,11,11368,-72.1745,24.8017
14,11,11368,-77.1762,19.8001
7,11,11368,-77.231,19.7453
4,11,11368,-79.1079,17.8684
11,10,11373,-63.2252,33.7511
5,10,11373,-63.754,33.2223
7,10,11373,-73.0622,23.9141
14,10,11373,-75.1357,21.8406
4,10,11373,-79.7973,17.179
11,10,11432,-63.5574,33.4189
5,10,11432,-63.8262,33.1501
7,10,11432,-72.9739,24.0024
14,10,11432,-75.1269,21.8494
4,10,11432,-79.9073,17.069
3,1,11439,-50.2131,46.7632
8,1,11439,-57.715,39.2613
13,1,11439,-62.6986,34.2777
2,1,11439,-74.8391,22.1372
4,1,11439,-80.8177,16.1586
5,7,11441,-65.0984,31.8779
14,7,11441,-66.858,30.1183
10,7,11441,-72.9591,24.0172
11,7,11441,-77.2782,19.6981
4,7,11441,-78.9468,18.0295
10,5,11444,-63.8384,33.1379
7,5,11444,-65.0984,31.8779
14,5,11444,-72.1193,24.857
11,5,11444,-72.4048,24.5715
4,5,11444,-80.0227,16.9536
7,14,11454,-66.9048,30.0715
5,14,11454,-72.112,24.8643
4,14,11454,-72.6707,24.3056
10,14,11454,-75.1243,21.852
11,14,11454,-77.1811,19.7952
2,14,11454,-79.3833,17.593
10,5,11467,-63.8628,33.1135
7,5,11467,-64.9899,31.9863
14,5,11467,-72.1048,24.8715
11,5,11467,-72.4622,24.5141
4,5,11467,-80.0573,16.919
10,11,11468,-63.7219,33.2543
5,11,11468,-72.4622,24.5141
14,11,11468,-77.1817,19.7946
7,11,11468,-77.2906,19.6857
4,11,11468,-79.1771,17.7992
11,10,11473,-63.7766,33.1997
5,10,11473,-63.8751,33.1012
7,10,11473,-72.9149,24.0614
14,10,11473,-75.1217,21.8545
4,10,11473,-79.9813,16.995
4,2,11475,-67.3638,29.6125
1,2,11475,-74.9509,22.0254
3,2,11475,-76.7681,20.2082
8,2,11475,-78.0261,18.9502
13,2,11475,-79.2421,17.7342
14,2,11475,-79.3238,17.6524
5,7,11541,-64.5494,32.4269
14,7,11541,-67.3225,29.6538
10,7,11541,-72.8116,24.1647
11,7,11541,-77.3434,19.6329
4,7,11541,-79.3042,17.6721
10,5,11544,-63.9621,33.0142
7,5,11544,-64.5494,32.4269
14,5,11544,-72.0494,24.9268
11,5,11544,-72.6913,24.285
4,5,11544,-80.1967,16.7795
10,11,11545,-64.1564,32.8199
5,11,11545,-72.6913,24.285
14,11,11545,-77.1862,19.7901
7,11,11545,-77.3434,19.6329
4,11,11545,-79.2325,17.7438
2,4,11552,-66.3808,30.5955
14,4,11552,-72.9633,24.013
11,4,11552,-79.2394,17.7369
7,4,11552,-79.3394,17.6369
10,4,11552,-80.1306,16.8457
5,4,11552,-80.2142,16.7621
1,4,11552,-80.5177,16.4585
3,4,11552,-81.7293,15.247
7,14,11554,-67.3686,29.6077
5,14,11554,-72.0429,24.9334
4,14,11554,-72.9633,24.013
10,14,11554,-75.1131,21.8632
11,14,11554,-77.1868,19.7895
2,14,11554,-79.0821,17.8942
7,14,11566,-67.4146,29.5617
5,14,11566,-72.0364,24.9398
4,14,11566,-72.9919,23.9844
10,14,11566,-75.1122,21.8641
11,14,11566,-77.1874,19.7889
2,14,11566,-79.0514,17.9249
10,11,11568,-64.2639,32.7124
5,11,11568,-72.7483,24.228
14,11,11568,-77.1874,19.7889
7,11,11568,-77.3572,19.6191
4,11,11568,-79.2463,17.73
5,10,11573,-63.9998,32.9764
11,10,11573,-64.3175,32.6588
7,10,11573,-72.7672,24.2091
14,10,11573,-75.1113,21.865
4,10,11573,-80.168,16.8083
3,8,11577,-46.9518,50.0244
13,8,11577,-47.6944,49.2819
1,8,11577,-57.715,39.2613
2,8,11577,-78.244,18.7323
5,10,11632,-64.0763,32.9
11,10,11632,-64.6366,32.3397
7,10,11632,-72.6275,24.3487
14,10,11632,-75.1067,21.8696
4,10,11632,-80.2804,16.6959
5,7,11641,-63.886,33.0903
14,7,11641,-67.7066,29.2697
10,7,11641,-72.5993,24.377
11,7,11641,-77.3634,19.6129
4,7,11641,-79.6172,17.3591
7,5,11644,-63.886,33.0903
10,5,11644,-64.0891,32.8871
14,5,11644,-71.9867,24.9896
11,5,11644,-72.9756,24.0007
4,5,11644,-80.3718,16.6045
7,14,11654,-67.7369,29.2394
5,14,11654,-71.9807,24.9956
4,14,11654,-73.2457,23.7306
10,14,11654,-75.1053,21.871
11,14,11654,-77.1928,19.7835
2,14,11654,-78.7711,18.2052
10,11,11668,-64.7939,32.1824
5,11,11668,-73.032,23.9443
14,11,11668,-77.1934,19.7829
7,11,11668,-77.3569,19.6193
4,11,11668,-79.3145,17.6617
5,10,11673,-64.1279,32.8484
11,10,11673,-64.8459,32.1304
7,10,11673,-72.5143,24.462
14,10,11673,-75.1041,21.8722
4,10,11673,-80.3555,16.6208
4,2,11675,-64.7551,32.2212
1,2,11675,-75.4957,21.4806
3,2,11675,-77.2433,19.733
8,2,11675,-78.4584,18.5179
14,2,11675,-78.7079,18.2683
13,2,11675,-79.628,17.3482
5,7,11703,-63.4076,33.5687
14,7,11703,-67.888,29.0883
10,7,11703,-72.4288,24.5475
11,7,11703,-77.3444,19.6319
4,7,11703,-79.7792,17.1971
8,13,11725,-47.6247,49.3516
3,13,11725,-56.3238,40.6525
1,13,11725,-62.6542,34.3221
2,13,11725,-79.723,17.2533
5,7,11741,-63.0787,33.8976
14,7,11741,-68.0082,28.968
10,7,11741,-72.3139,24.6624
11,7,11741,-77.3324,19.6439
4,7,11741,-79.8863,17.09
7,5,11744,-63.0787,33.8976
10,5,11744,-64.2194,32.7569
14,5,11744,-71.9284,25.0479
11,5,11744,-73.2549,23.7214
4,5,11744,-80.5473,16.429
10,11,11745,-65.2047,31.7716
5,11,11745,-73.2549,23.7214
14,11,11745,-77.1984,19.7779
7,11,11745,-77.3324,19.6439
4,11,11745,-79.3693,17.607
2,4,11752,-63.55,33.4263
14,4,11752,-73.5219,23.4544
11,4,11752,-79.3762,17.6001
7,4,11752,-79.9129,17.0634
1,4,11752,-80.0011,16.9752
10,4,11752,-80.5059,16.4704
5,4,11752,-80.5648,16.4114
3,4,11752,-81.2591,15.7172
7,14,11754,-68.0382,28.9381
